Symbol,Company Name,Security Type,Caveat Emptor,OTC Tier
PTHSF,Hero Supermarket TBK PT,Ordinary Shares,N,Grey Market
PTIFF,Petroceltic International Plc.,Ordinary Shares,N,Pink No Information
PTITF,PT Indosat Tbk,Ordinary Shares,N,Pink Current
PTIX,"Protagenic Therapeutics, Inc.",Common Stock,N,OTCQB
PTIZF,Indo Tambangraya Megah PT,Ordinary Shares,N,Grey Market
PTJSF,PT Jasa Marga (Persero) TBK,Ordinary Shares,N,Pink Current
PTJSY,PT Jasa Marga (Persero) TBK,American Depository Receipts,N,Pink Current
PTKFF,PT Kalba Farma IDR,Ordinary Shares,N,Pink Current
PTKFY,PT Kalba Farma IDR,American Depository Receipts,N,Pink Current
PTKHF,Petkim Petrokimya Holdings AS,Ordinary Shares,N,Grey Market
PTKQF,PT SEKAWAN INTIPRATAMA TBK,Ordinary Shares,N,Grey Market
PTLF,"Petlife Pharmaceuticals, Inc.",Common Stock,N,Pink No Information
PTLKF,PT Lippo Karawaci TBK,Ordinary Shares,N,Pink Current
PTMEF,PT Media Nusantara Citra TBK,Ordinary Shares,N,Grey Market
PTMEY,PT Media Nusantara Citra TBK,American Depository Receipts,N,Pink Current
PTMFF,PT Mandala Mulifinance Tbk,Ordinary Shares,N,Grey Market
PTMGF,Platinum Asset Management Ltd.,Ordinary Shares,N,Grey Market
PTMSY,PT Matahari Department Store TBK,American Depository Receipts,N,Grey Market
PTMYF,Pt Mayora Indah,Ordinary Shares,N,Grey Market
PTNDF,PT Vale Indonesia TBK,Ordinary Shares,N,Pink Current
PTNDY,PT Vale Indonesia TBK,American Depository Receipts,N,Pink Current
PTNKF,PT Tunas Baru Lampung TBK,Ordinary Shares,N,Grey Market
PTNUF,"Platina Resources, Ltd.",Ordinary Shares,N,Pink Current
PTNYF,Parcelpal Technology Inc,Ordinary Shares,N,Pink Current
PTOAF,Pieridae Energy Limited,Ordinary Shares,N,Grey Market
PTOG,"Petrotech Oil & Gas, Inc.",Common Stock,Y,Grey Market
PTOI,"Plastic2Oil, Inc.",Common Stock,N,OTCQB
PTONF,Patriot One Technologies Inc.,Warrants,N,Pink Current
PTOP,Peer to Peer Network,Common Stock,N,Pink No Information
PTOS,"P2 Solar, Inc.",Common Stock,Y,Pink No Information
PTOTF,Patriot One Technologies Inc.,Ordinary Shares,N,OTCQX International
PTOZF,Plato Gold Corp,Ordinary Shares,N,Grey Market
PTPF,All Marketing Solutions Inc.,Common Stock,N,Pink No Information
PTPIF,PT Chandra Asri Petrochemical,Ordinary Shares,N,Pink Current
PTPKF,PT Pakuwon Jati TBK,Ordinary Shares,N,Grey Market
PTPNF,PT Panin Life TBK,Ordinary Shares,N,Grey Market
PTPPF,Petrolera Pampa S.A.,Ordinary Shares,N,Grey Market
PTRC,Petro River Oil Corp.,Common Stock,N,Pink Current
PTRDF,Petrodorado Energy Ltd,Ordinary Shares,N,Grey Market
PTRGF,Lion Rock Group Ltd.,Ordinary Shares,N,Grey Market
PTRO,Petrominerals Corp.,Common Stock,N,Pink No Information
PTRRF,Pointerra Ltd.,Ordinary Shares,N,Pink Current
PTRS,Virginia Partners Bank Fredericksburg VA,Common Stock,N,OTCQX U.S.
PTRUF,Petrus Resources Ltd.,Ordinary Shares,N,OTCQX International
PTSAL,"Citigroup Funding, Inc.",Structured Product,N,Grey Market
PTSC,Patriot Scientific Corp.,Common Stock,N,Pink Current
PTSFF,Pt Steady Safe TBK,Ordinary Shares,N,Grey Market
PTSH,"PTS, Inc.",Common Stock,N,Pink Current
PTSRF,Partners Real Estate Investment Trust,Fund,N,Pink Current
PTSS,"Peartrack Security Systems, Inc.",Common Stock,N,Pink No Information
PTSXQ,Point.360,Common Stock,N,Pink No Information
PTTCF,Pact Group Hldgs Ltd.,Ordinary Shares,N,Grey Market
PTTGF,PT Tiga Pilar Sejahtera Food TBK,Ordinary Shares,N,Grey Market
PTTL,"Pure Transit Technologies, Inc.",Common Stock,Y,Grey Market
PTTN,"Patten Energy Solutions Group, Inc.",Common Stock,N,Pink No Information
PTTTS,Palmetto Real Estate Trust,Fund,N,Pink No Information
PTTWF,Orange Polska SA,Ordinary Shares,N,Pink Current
PTVL,"Pro Travel Network, Inc.",Common Stock,N,Pink No Information
PTVRF,Petro Victory Energy Corp.,Ordinary Shares,N,Grey Market
PTXAF,PT XL Axiata Tbk,Ordinary Shares,N,Grey Market
PTXKY,PT XL Axiata Tbk,American Depository Receipts,N,Pink Current
PTXLF,"PTT Exploration & Production Public Co., Ltd.",Ordinary Shares,N,Pink Current
PTXTQ,"Pernix Therapeutics Holdings, Inc.",Common Stock,N,Pink No Information
PTZIF,Patrizia Immobilien AG,Ordinary Shares,N,Grey Market
PUBC,Purebase Corporation,Common Stock,N,OTCQB
PUBGY,Publicis Groupe S.A.,American Depository Receipts,N,OTCQX International Premier
PUCCF,Pancontinental Res Corp.,Ordinary Shares,N,Grey Market
PUDA,"Puda Coal, Inc.",Common Stock,Y,Grey Market
PUFXF,Agraflora Organics Intl Inc.,Ordinary Shares,N,Pink Current
PUGE,Puget Technologies Inc,Common Stock,N,Pink No Information
PUGOY,Peugeot S.A.,American Depository Receipts,N,Pink Current
PUKPF,Prudential PLC,Ordinary Shares,N,Pink Current
PUMD,"ProUroCare Medical, Inc.",Common Stock,N,Pink No Information
PUMGF,Purepoint Uranium Group Inc.,Ordinary Shares,N,Grey Market
PUMSY,Puma SE,American Depository Receipts,N,Pink Current
PUNB,"Putnam County National Bank (Carmel, NY)",Common Stock,N,Pink Current
PUODY,Promotora Y Operadora de Infraestructura SA,American Depository Receipts,N,Pink Current
PUPOF,Public Power Corporation of Greece,Ordinary Shares,N,Pink Current
PUPPF,Pharmacolog I Uppsala AB,Ordinary Shares,N,Pink Current
PUPS,"Pick-Ups Plus, Inc.",Common Stock,N,Pink No Information
PURA,Puration Inc.,Common Stock,N,Pink Current
PURE,PURE Bioscience,Common Stock,N,OTCQB
PURT,Purthanol Resources Limited,Ordinary Shares,N,Pink No Information
PURY,PureRay Corp.,Common Stock,N,Pink No Information
PUSH,"Publix Super Markets, Inc.",Common Stock,N,Grey Market
PUTKF,PT United Tractors,Ordinary Shares,N,Grey Market
PUTKY,PT United Tractors,American Depository Receipts,N,Pink Current
PUTRF,"PTT Public Ltd., Co.",Other Security Type,N,Pink Current
PUTRY,"PTT Public Ltd., Co.",American Depository Receipts,N,Pink Current
PUXPF,"Puma Exploration, Inc.",Ordinary Shares,N,Grey Market
PVARF,Porvair PLC,Ordinary Shares,N,Grey Market
PVBK,"Pacific Valley Bank (Salinas, CA)",Common Stock,N,Pink Current
PVCRF,"PV Crystalox Solar Plc, Wantage",Ordinary Shares,N,Grey Market
PVCT,"Provectus Biopharmaceuticals, Inc.",Common Stock,N,OTCQB
PVCTW,"Provectus Biopharmaceuticals, Inc.",Warrants,N,OTCQB
PVDG,"Poverty Dignified, Inc.",Common Stock,N,OTCQB
PVDRF,Providence Resources Inc.,Ordinary Shares,N,Grey Market
PVEG,"Pacific Vegas Global Strategies, Inc.",Common Stock,Y,Pink Current
PVEN,Press Ventures Inc,Common Stock,Y,Grey Market
PVHO,"Provision Holding, Inc.",Common Stock,N,Pink No Information
PVLTF,Panda Green Energy Group Ltd,Ordinary Shares,N,Grey Market
PVMCF,Pine Valley Mining Corp.,Ordinary Shares,Y,Grey Market
PVNC,Prevention Insurance.com,Common Stock,N,OTCQB
PVNNF,PV Nano Cell Ltd.,Ordinary Shares,N,OTCQB
PVNO,"ProVision Operation Systems, Inc.",Common Stock,N,Grey Market
PVOTF,Pivot Pharmaceuticals Inc.,Ordinary Shares,N,OTCQB
PVRS,"Providence Resources, Inc.",Common Stock,N,Pink No Information
PVSP,Pervasip Corp.,Common Stock,N,Pink No Information
PVTTF,Pivotal Therapeutics Inc,Ordinary Shares,N,Pink No Information
PVVLF,Partners Value Invts LP,Ordinary Shares,N,Grey Market
PVVTF,Pivot Technology Solutions Inc,Ordinary Shares,N,Grey Market
PVWIF,E Ink Holdings Inc.,Ordinary Shares,N,Grey Market
PWBO,"Pacific West Bank (West Linn, OR)",Common Stock,N,Pink Current
PWCDF,Power Corp. of Canada,Ordinary Shares,N,Pink Current
PWCO,"PwrCor, Inc.",Common Stock,N,OTCQB
PWCRF,Pacific Wildcat Resources Corp.,Ordinary Shares,N,Pink No Information
PWDY,"Powerdyne International, Inc.",Common Stock,N,Pink No Information
PWEI,PacWest Equities Inc,Common Stock,Y,Grey Market
PWLK,Powerlock International Corp.,Common Stock,N,Pink No Information
PWMRF,Edison Cobalt Corp.,Ordinary Shares,N,Pink Current
PWNX,"Powerlinx, Inc.",Common Stock,Y,Grey Market
PWON,Powin Energy Corporation,Common Stock,N,Pink No Information
PWOPY,Direct Energie,American Depository Receipts,N,Grey Market
PWRHF,PWR HOLDINGS LTD.,Ordinary Shares,N,Grey Market
PWRMF,Power Metals Corp.,Ordinary Shares,N,Pink Current
PWVI,"PowerVerde, Inc.",Common Stock,N,OTCQB
PWWBF,Powerband Solutions Inc.,Ordinary Shares,N,OTCQB
PXAMF,Location Sciences Group PLC,Ordinary Shares,N,Pink Current
PXBBF,PT Bank Permata,Ordinary Shares,N,Grey Market
PXBM,"Phoenix BioPharm, Inc.",Common Stock,Y,Grey Market
PXCE,"Pax Clean Energy, Inc.",Common Stock,Y,Grey Market
PXFG,"Phoenix Footwear Group, Inc.",Common Stock,N,Pink Current
PXGYF,Pax Global Technology Ltd,Ordinary Shares,N,Pink Current
PXMBF,PAXMAN AB,Ordinary Shares,N,Pink Current
PXMFF,Philex Mining Corp.,Ordinary Shares,N,Pink Current
PXPEF,PXP Energy Corp,Ordinary Shares,N,Grey Market
PXPLF,"Pixelplus Co., Ltd.",Ordinary Shares,N,Grey Market
PXPP,"Phoenix Apps, Inc.",Common Stock,N,Pink Current
PXRB,PixarBio Corporation,Common Stock,Y,Grey Market
PXSLY,Pharmaxis Ltd.,American Depository Receipts,N,Pink Current
PXSNF,Phoenix Sonnenstrom Ag Sulzemoos,Ordinary Shares,N,Grey Market
PXSTF,Phoenix Satellite Television Holdings Ltd.,Ordinary Shares,N,Pink Current
PXXLF,Poxel SA,Ordinary Shares,N,Grey Market
PXYN,Praxsyn Corporation,Common Stock,N,Pink Current
PYBX,PlayBox (US) Inc.,Common Stock,N,Pink No Information
PYCFF,Mount Logan Cap Corp.,Ordinary Shares,N,Grey Market
PYCT,"Paychest, Inc.",Common Stock,N,Pink No Information
PYDPF,"Pyramid Petroleum, Inc.",Ordinary Shares,N,Grey Market
PYHOF,Playmates Holdings Ltd.,Ordinary Shares,N,Pink Current
PYIYF,Property For Industry Ltd.,Ordinary Shares,N,Grey Market
PYIYY,Property For Industry Ltd.,American Depository Receipts,N,Grey Market
PYMOF,Indago Energy Limited,Ordinary Shares,N,Grey Market
PYOIF,Promotora Y Operadora de Infraestructura SA,Ordinary Shares,N,Pink Current
PYPTF,Paypoint plc,Ordinary Shares,N,Grey Market
PYRNF,PyroGenesis Canada Inc.,Ordinary Shares,N,OTCQB
PYROF,Pyrolyx AG,Ordinary Shares,N,Pink Current
PYTCF,Playtech PLC,Ordinary Shares,N,Grey Market
PYTCY,Playtech PLC,American Depository Receipts,N,Pink Current
PYTG,"Pyramidion Technology Group, Inc.",Common Stock,N,Pink Current
PYYRF,Poyry OYJ,Ordinary Shares,N,Pink Current
PZAKY,Powszechny Zaklad Ubezpieczen SA,American Depository Receipts,N,Grey Market
PZCUF,PZ Cussons Plc.,Ordinary Shares,N,Grey Market
PZCUY,PZ Cussons Plc.,American Depository Receipts,N,Pink Current
PZOO,"Pazoo, Inc.",Common Stock,N,Pink No Information
PZRIF,Pizza Pizza Royalty Corp.,Fund,N,Grey Market
PZRXQ,"PhaseRx, Inc.",Common Stock,N,Pink No Information
PZZPF,"Paz Oil Co., Ltd.",Ordinary Shares,N,Grey Market
QABSY,Qantas Airways Ltd.,American Depository Receipts,N,Pink Current
QALB,"Qualibou Energy, Inc.",Common Stock,N,Pink No Information
QATAF,Gulf Invt Fd Plc,Ordinary Shares,N,Grey Market
QATSF,"Quantitative Alpha Trading, Inc.",Ordinary Shares,Y,Grey Market
QBAN,"Telco Cuba, Inc.",Common Stock,N,Pink No Information
QBBHY,Qube Hldgs Ltd,American Depository Receipts,N,Pink Current
QBCAF,Quebecor Inc.,Ordinary Shares,N,Grey Market
QBCRF,Quebecor Inc.,Ordinary Shares,N,Pink Current
QBEIF,QBE Insurance Group Ltd.,Ordinary Shares,N,Pink Current
QBIEY,QBE Insurance Group Ltd.,American Depository Receipts,N,Pink Current
QBIO,Q BioMed Inc.,Common Stock,N,OTCQB
QCAAF,Quinsam Capital Corp.,Ordinary Shares,N,Pink Current
QCCO,"QC Holdings, Inc.",Common Stock,N,Pink No Information
QCCP,Quad County Corn Processors Cooperative,Preferred Stock,N,Grey Market
QCKSF,Quickstep Holdings Ltd.,Ordinary Shares,N,Grey Market
QCLSF,Global PVQ SE,Ordinary Shares,N,Pink Current
QCLSY,Global PVQ SE,American Depository Receipts,N,Pink Current
QCPC,Quantex Capital Corp.,Common Stock,Y,Grey Market
QDLC,Quadlogic Controls Corp.,Common Stock,N,Pink No Information
QDRSF,Quadrise Fuels International PLC,Ordinary Shares,N,Grey Market
QEBR,"Virtual Medical International, Inc.",Common Stock,N,Pink Current
QEDN,"QED Connect, Inc.",Common Stock,N,Pink No Information
QEGY,"Quantum Energy, Inc.",Common Stock,N,Pink Current
QENC,"Queench, Inc.",Common Stock,N,Grey Market
QEPC,"Q.E.P. Co., Inc.",Common Stock,N,Pink Limited
QEXXF,Quattro Exploration and Production,Ordinary Shares,N,Grey Market
QFREF,Q Free Asa,Ordinary Shares,N,Grey Market
QGEPF,Enauta Participacoes SA,Ordinary Shares,N,Grey Market
QGLDF,Q-Gold Resources Ltd.,Ordinary Shares,N,Grey Market
QGLHF,Qingling Motors Ltd.,Ordinary Shares,N,Grey Market
QGPLF,Quest for Growth Pricaf Leuven,Ordinary Shares,N,Grey Market
QGRSF,"Q2 Gold Resources, Inc.",Ordinary Shares,N,Grey Market
QHYG,QHY Group,Common Stock,N,Pink Current
QIFTF,Quorum Information Technologies Inc.,Ordinary Shares,N,Grey Market
QILFF,Organic Flower Invts Group Inc.,Ordinary Shares,N,Pink Current
QING,"Qingdao Footwear, Inc.",Common Stock,N,Pink No Information
QJYMF,SMI Culture Group Holdings Limited Bermuda,Ordinary Shares,N,Pink Current
QKLS,"QKL Stores, Inc.",Common Stock,N,Pink No Information
QLIS,"Qualis Innovations, Inc.",Common Stock,N,Pink No Information
QMCI,"QuoteMedia, Inc.",Common Stock,N,OTCQB
QMCO,Quantum Corp.,Common Stock,N,Pink No Information
QMCQF,QMC Quantum Minerals Corp.,Ordinary Shares,N,Pink Current
QMDT,"Quick-Med Technologies, Inc.",Common Stock,N,Pink No Information
QMED,"QMed, Inc.",Common Stock,Y,Grey Market
QMIS,QMIS Finance Securities Corp,Common Stock,N,Pink No Information
QMXGF,QMX Gold Corp.,Ordinary Shares,N,Pink Current
QNBC,QNB Corp.,Common Stock,N,Pink Current
QNCCF,Quantum Numbers Corp.,Ordinary Shares,N,Pink Current
QNIIF,SEVEN ACES LTD.,Ordinary Shares,N,Grey Market
QNNTF,Quantum Genomics,Ordinary Shares,N,OTCQX International
QNTA,"Quanta, Inc.",Common Stock,N,Pink Current
QNTO,"Quaint Oak Bancorp, Inc.",Common Stock,N,OTCQX U.S. Premier
QNTQF,Qinetiq Group Plc.,Ordinary Shares,N,Pink Current
QNTQY,Qinetiq Group Plc.,American Depository Receipts,N,Pink Current
QNXC,"Qenex Communications, Inc.",Common Stock,N,Pink No Information
QOIL,Quest Oil Corp.,Common Stock,Y,Pink No Information
QOLCF,"Qol Co., Ltd.",Ordinary Shares,N,Grey Market
QOWI,"Quality One Wireless, Inc.",Common Stock,Y,Grey Market
QPAG,QPAGOS,Common Stock,N,OTCQB
QPRC,Quest Patent Research Corporation,Common Stock,N,Pink Current
QPSF,QPS Die Cutters & Finishers Corp,Common Stock,N,Pink No Information
QPTFF,"Quest PharmaTech, Inc.",Ordinary Shares,N,Grey Market
QPWR,"Q2Earth, Inc.",Common Stock,N,OTCQB
QQFSF,Qinqin Foodstuffs Group Cayman Co Ltd,Ordinary Shares,N,Grey Market
QQQFF,Quizam Media Corporation,Ordinary Shares,N,Grey Market
QRCWW,Quest Resource Holding Corp.,Warrants,N,Grey Market
QRMLF,Quest Rare Minerals Ltd,Ordinary Shares,N,Grey Market
QRNNF,Aurizon Holdings Ltd.,Ordinary Shares,N,Pink Current
QRON,Qrons Inc.,Common Stock,N,Pink Current
QRRY,Quarry City Savings and Loan Association,Common Stock,N,Pink Current
QRSM,"QRS Music Technologies, Inc.",Common Stock,N,Pink No Information
QRXPF,QRxPharma Limited,Ordinary Shares,N,Pink No Information
QSCGF,QSC AG,Ordinary Shares,N,Grey Market
QSEP,"QS Energy, Inc.",Common Stock,N,OTCQB
QSHI,"Quick Start Holdings, Inc.",Common Stock,N,Pink Current
QSIM,"QuantumSphere, Inc.",Common Stock,N,Pink No Information
QSMG,Quest Management Inc.,Common Stock,N,Pink No Information
QSPW,Quantum Solar Power Corp.,Common Stock,Y,Pink No Information
QSYSQ,Quad Systems Corp.,Common Stock,N,Grey Market
QTCHF,Q Technology Group Co Ltd HKD,Ordinary Shares,N,Grey Market
QTEYF,Questerre Energy Corp.,Ordinary Shares,N,Pink Current
QTMM,Quantum Materials Corp.,Common Stock,N,OTCQB
QTMR,"Quantum MRI, Inc.",Common Stock,Y,Grey Market
QTRPF,Nova Minerals Ltd.,Ordinary Shares,N,Grey Market
QTRRF,Quaterra Resources Inc.,Ordinary Shares,N,OTCQB
QTVLF,QT Vascular Ltd.,Ordinary Shares,N,Pink Current
QTWWQ,"Quantum Fuel Systems Technologies Worldwide, Inc.",Common Stock,N,Pink No Information
QTXB,QuantRX Biomedical Corp.,Common Stock,N,Pink Current
QUAIF,Qualicorp SA,Ordinary Shares,N,Grey Market
QUAN,Quantum International Corp,Common Stock,N,Pink No Information
QUBSF,Qantas Airways Ltd.,Ordinary Shares,N,Pink Current
QUBT,Quantum Computing Inc.,Common Stock,N,Pink Limited
QUCCF,"Quanta Computer, Inc.",Global Depository Receipts,N,Grey Market
QUCOF,Qualitas Controladora SAB De CV,Ordinary Shares,N,Grey Market
QUCPF,"Quanta Computer, Inc.",Ordinary Shares,N,Grey Market
QUCPY,"Quanta Computer, Inc.",Global Depository Receipts,N,Grey Market
QUCT,"Queen City Investments, Inc.",Common Stock,N,Pink No Information
QUDCF,Quadron Cannatech Corp,Ordinary Shares,N,Grey Market
QUES,"Quest Solution, Inc.",Common Stock,N,OTCQB
QUILF,Quilter PLC,Ordinary Shares,N,Pink Current
QUISF,Quisitive Technology Solutions Inc.,Common Stock,N,Grey Market
QULHF,Quality House Property Fund,Fund,N,Grey Market
QULRY,Qualicorp SA,American Depository Receipts,N,Grey Market
QUPLF,Quixant Plc,Ordinary Shares,N,Pink Current
QUPPF,Watchstone Group PLC,Ordinary Shares,N,Grey Market
QURT,"Quarta-Rad, Inc.",Common Stock,N,Pink Current
QUTEF,Quantel S.A.,Ordinary Shares,N,Grey Market
QUTIF,"Questor Technology, Inc.",Ordinary Shares,N,Grey Market
QUTR,"Quture International, Inc.",Common Stock,N,Pink No Information
QWIKF,Qwick Media Inc.,Ordinary Shares,N,Pink Current
QWST,"Petroquest Energy, Inc.",Common Stock,N,Grey Market
QWTR,"Quest Water Global, Inc.",Common Stock,N,Pink No Information
QYBX,"Qian Yuan Baixing, Inc.",Common Stock,N,Pink Limited
QYOUF,"QYou Media, Inc.",Ordinary Shares,N,OTCQB
QZMRF,Quartz Mountain Resources Ltd.,Ordinary Shares,N,Grey Market
RADLY,Raia Drogasil SA,American Depository Receipts,N,Pink Current
RADR,Radium Resources Corp.,Common Stock,N,Grey Market
RAEWF,Rae Wallace Mining Co.,Ordinary Shares,N,Pink No Information
RAFA,"Rafarma Pharmaceuticals, Inc. (WY)",Common Stock,N,Pink Limited
RAFI,"Regency Affiliates, Inc.",Common Stock,N,Pink No Information
RAFLF,Raffles Medical Group Ltd.,Ordinary Shares,N,Pink Current
RAGL,"RA Global Services, Inc.",Common Stock,N,Pink No Information
RAIAF,Raia Drogasil SA,Ordinary Shares,N,Grey Market
RAIFF,Raiffeisen Bank International AG,Ordinary Shares,N,Pink Current
RAIFY,Raiffeisen Bank International AG,American Depository Receipts,N,Pink Current
RAIO,"Radioio, Inc.",Common Stock,N,Pink No Information
RAKNF,Rakon Ltd.,Ordinary Shares,N,Grey Market
RAKR,Rainmaker Worldwide Inc.,Common Stock,N,Pink Limited
RALEY,Rallye S.A.,American Depository Receipts,N,Grey Market
RAMIF,Ramirent Oyj,Ordinary Shares,N,Grey Market
RAMPF,Polaris Infrastructure Inc.,Ordinary Shares,N,Pink Current
RANJF,Randstad NV,Ordinary Shares,N,Pink Current
RANJY,Randstad NV,American Depository Receipts,N,Pink Current
RANKF,Rank Group (THE) p.l.c.,Ordinary Shares,N,Pink Current
RAREF,Canada Rare Earth Corp.,Ordinary Shares,N,Pink Current
RARMF,Cadence Minerals plc,Ordinary Shares,N,Grey Market
RASF,RAIT Financial Trust,Common Stock,N,OTCQB
RASFN,RAIT Financial Trust,Preferred Stock,N,OTCQB
RASFO,RAIT Financial Trust,Preferred Stock,N,OTCQB
RASFP,RAIT Financial Trust,Preferred Stock,N,OTCQB
RASP,"Rasna Therapeutics, Inc.",Common Stock,N,OTCQB
RATHF,Rathdowney Resources Ltd,Ordinary Shares,N,Grey Market
RATIY,Rational AG,American Depository Receipts,N,Grey Market
RAUMF,Rheon Automatic Machinery Co Ltd.,Ordinary Shares,N,Pink Current
RAZFF,Razer Inc.,Ordinary Shares,N,Pink Current
RBAZ,Republic Bank of Arizona,Common Stock,N,Pink Current
RBCAB,"Republic Bancorp, Inc",Common Stock,N,Grey Market
RBCC,Rainbow Coral Corp.,Common Stock,N,Pink No Information
RBCDF,"Royal Bank of Canada (Montreal, PQ)",Preferred Stock,N,Pink Current
RBCI,"RBC, Inc.",Common Stock,N,Pink Current
RBCL,"RBC Life Sciences, Inc.",Common Stock,N,Pink No Information
RBCPF,Robinson Public Company Ltd.,Units,N,Grey Market
RBDC,"RBID.com, Inc.",Common Stock,N,Pink No Information
RBEIF,RB Energy Inc,Ordinary Shares,Y,Grey Market
RBGBF,Go UCITS ETF Solutions PLC,Units,N,Grey Market
RBGLY,Reckitt Benckiser Group Plc.,American Depository Receipts,N,Pink Current
RBGPF,Reckitt Benckiser Group Plc.,Ordinary Shares,N,Pink Current
RBII,"Rising Biosciences, Inc.",Common Stock,N,Pink Current
RBLAY,Robinsons Land Corp.,American Depository Receipts,N,Pink Current
RBMNF,Rugby Mining Ltd.,Ordinary Shares,N,Grey Market
RBMTF,Rambler Metals & Mining Public Co. Ltd.,Ordinary Shares,N,Grey Market
RBNTF,Robinsons Retail Holdings Inc.,Ordinary Shares,N,Grey Market
RBNW,"Renewable Energy & Power, Inc.",Common Stock,N,Pink No Information
RBNZF,Reebonz Holding Limited,Warrants,N,Pink Current
RBOOF,Stemify Ltd.,Ordinary Shares,N,Grey Market
RBRWF,RBI Ventures Ltd.,Ordinary Shares,N,Grey Market
RBSFY,Rubis,American Depository Receipts,N,Pink Current
RBSPF,Royal Bank of Scotland Group Plc,Ordinary Shares,N,Pink Current
RBSY,RoboServer Systems Corp.,Common Stock,N,Grey Market
RBTEF,Robertet SA,Ordinary Shares,N,Grey Market
RBTI,"Red Branch Technologies, Inc.",Common Stock,Y,Pink No Information
RBTK,Zhen Ding Resources Inc.,Common Stock,N,Pink No Information
RBWNY,Royal Boskalis Westminster NV,American Depository Receipts,N,Grey Market
RBYC,"Ruby Creek Resources, Inc.",Common Stock,Y,Grey Market
RBYCF,Rubicon Minerals Corp.,Ordinary Shares,N,OTCQX International
RBZWF,Reebonz Holding Limited,Warrants,N,Pink Current
RCAR,"RenovaCare, Inc.",Common Stock,N,Pink Current
RCBC,River City Bank,Common Stock,N,Pink Current
RCCB,Rochester Community Baseball Inc.,Common Stock,N,Pink No Information
RCCC,RC-1 Inc.,Common Stock,N,Pink Current
RCCMF,"Nippon Dragon Resources, Inc.",Ordinary Shares,N,Pink Current
RCCTF,Roctool Le Bourget Du Lac,Ordinary Shares,N,Grey Market
RCDOF,Ricardo International Plc.,Ordinary Shares,N,Grey Market
RCDTF,Recordati Industria Chimica e Farmaceutica S.p.A.,Ordinary Shares,N,Pink Current
RCGCF,ROSCAN GOLD CORP.,Ordinary Shares,N,Pink Current
RCGPD,New You Inc.,Common Stock,N,Pink Current
RCHA,"Rich Pharmaceuticals, Inc.",Common Stock,N,Pink No Information
RCHIF,"Rechi Precision Co., Ltd.",Ordinary Shares,N,Grey Market
RCHN,"Rouchon Industries, Inc.",Common Stock,N,Pink Current
RCHTF,Richco Investors Inc.,Ordinary Shares,N,Grey Market
RCIAF,"Rogers Communications, Inc.",Ordinary Shares,N,Pink Current
RCIT,"Reelcause, Inc.",Common Stock,N,Pink Current
RCKE,"Rock Energy Resources, Inc.",Common Stock,N,Pink No Information
RCKHF,Rockhopper Exploration Plc,Ordinary Shares,N,Pink Current
RCKMF,Rickmers Maritime,Fund,N,Grey Market
